PanoID,turbidity,exposure,theta,phi
2_-Q8xCu7zsRA3yZ78tjkQ,3.500000,0.040214,177.7474874164668,63.581889851397975
2_5qqlMfcjV_qv8ZfaY1sg,3.000000,0.051130,-23.977179402341566,62.14439064008049
2_7EFPxh6jPHxbs2F3WArg,4.000000,0.047554,151.41074169698237,63.32231518940822
2_cdtOMSWoMB5iFD3C653A,2.000000,0.041212,-143.713385174778,31.915600428497232
2_frMXF1IQZQncRriVqMXA,3.000000,0.033532,-131.88164456126336,34.03129381357599
3-lLWYOiKFGbxGvNvAi-rg,3.500000,0.031687,-78.0679217291735,42.89419359668172
3-ntsslwpdhjmtjxfCwUXQ,5.500000,0.030297,-91.52734241006812,61.61298581977681
3-Q47_tRAG78jXeRmeOZuw,4.500000,0.029816,-64.3338607318099,60.60196597176494
302f2sAtK47EKz6T26uMgA,3.500000,0.038243,65.93798605334925,83.30760906164299
305D2BLvYcuAbyfAfaEhEQ,3.500000,0.045618,-41.33071914330165,51.85419315615101
30MA43xaWgtYRq9Gq_G6IA,4.500000,0.029033,85.42540974714794,56.974506835047215
30pZz1mWHVhhHW_4KyVyGw,4.500000,0.031365,-68.67005944366518,61.59366523854306
30vpo5blt4qxh2dU8WwuXA,4.000000,0.040507,-178.25719307536784,62.36579562380705
31iupXEaAriQAt2QnX7WjA,4.000000,0.031584,-179.95868337785947,79.06876662112707
31vp0qi-73nYQSGiwce7AQ,4.500000,0.029184,57.43676207139848,76.45472274841023
32d8zZGA_7qH14YR_M3qrA,3.500000,0.046573,152.74446564973286,58.127945899695
32dKOOk_Ms2thLbE36J0xQ,3.000000,0.040643,-160.97904968674464,45.72553732917215
32HAoFic6rrdeBREARsMDA,3.500000,0.053224,109.37742198164307,42.219974035697426
32snENV47VJoe7vIFweU0g,4.000000,0.038824,-107.91064248259211,47.305813388888154
341gFx4RbL8y5BCtvrFNEg,4.000000,0.037392,31.244456223113378,78.84536958540467
34jaXLRDmrocrIIHKFff6g,4.500000,0.029570,-92.9329386399757,63.28486405866186
34UbWM8yH6DhpeP5m_W9dA,2.500000,0.049558,-37.20769443840894,36.58396790440862
36AmW_ZcFFZZV06rgMCW4g,4.000000,0.031450,130.5397478969475,54.7213885338613
36D9AOK8jZFfIzwTGoBoNA,4.000000,0.030063,-177.78923831993353,47.63347242614433
38oANPk2zHEABvLaxDGPvw,3.500000,0.050158,143.48580930369425,62.1358203245458
3a9iN4UDw94xo8fCRDZcrQ,3.500000,0.045552,12.261531552655601,63.578610831530725
3aOltLaTpKJcQsHFqqPqIQ,4.500000,0.027158,171.81428416799938,82.15878716821875
3b2zgEr8Pb0JH9X8YRPdvg,3.500000,0.044183,168.6671392326923,52.379429319855085
3bQSZFtAofuI-aGprrkseQ,4.500000,0.033601,-177.93721758806686,76.86500296980756
3bvU8YeHHEYpp9TiVz4sSg,4.000000,0.036475,104.32567763621286,61.26874255071118
3cu1I7VaVCVfkoc1240txA,4.000000,0.041252,-143.9591066708602,51.3251942496944
3d23_MI-_wfBD2hNCDBSzw,3.000000,0.054795,-18.85029820955452,62.81943638213336
3dIienOnCX3k-oDi2HeKYg,4.500000,0.031110,-67.3254701805878,78.36077309379885
3dZ8XiBUPx_6SCB8S1soDg,3.500000,0.039673,-105.55091890244381,44.63476015133264
3FrGNH8ZgUn2CeDc7zj23w,2.500000,0.048228,-167.32744162817733,39.68607619001148
3FzqYF0rGEyqkoD8oc04IA,3.500000,0.038927,-24.87614583452947,75.68733516455994
3g1_KemqfUkXlodVtW1cxg,4.000000,0.034706,34.08476281159652,58.150692678002976
3GNKGaXhbxhljLyRPYTbZg,4.000000,0.035094,57.75613707715522,76.86907997441364
3H-XoZ3snPUkCtrlNFd4Ng,2.500000,0.043944,-154.2537144905899,41.73357715394464
3hgu-ep2WC3_RBq5ZRgm8g,3.500000,0.046609,135.8532942880564,56.709588998057974
3HLqr17JUBMi7_uPAsfVuQ,3.500000,0.050790,178.08689564677204,59.42304699355983
3HmzwlXBZE8gObhfvJaKEw,5.500000,0.023046,-36.75108352084639,63.29325634278252
3HPgYn693AhmVTWAfySTfg,2.500000,0.053973,137.92300539487192,40.00290216154456
3HWdx7ZgOXH9ge4QEKvinQ,4.500000,0.030356,-59.95308439489463,51.87620039628527
3Ie9VajqHrTc19by0Nk2hQ,4.500000,0.030637,-109.49287622069744,60.27791116568033
3IJ6vFy6g3sWTXxomgUgfw,4.500000,0.030111,-60.504418279386975,59.45143167901296
3J7wOyHvjdaiJhOWwkocIQ,4.500000,0.038380,-69.94631217953736,68.29172000358885
3jcPlIMHj7jbUf9QkvB3eg,4.000000,0.034517,78.00079631115973,55.20029952584798
3JLi78S_PBShQcgeD994Ag,3.500000,0.035296,-136.23149098356038,47.70664871533239
3JMMaxqtsR3x9c_VO_WDdQ,3.500000,0.040438,33.11506001807299,47.9438713175067
3jReREi70RrgkQ0ePh92dg,3.500000,0.039985,-124.05615931050282,44.34863376326907
3JXsrxjJR14NQVlTmsGJSw,3.500000,0.046205,-174.48385709229373,56.705387983419776
3k39TBR4ok7Q90hYUJvivQ,4.000000,0.039572,-110.5716926313159,46.13901021385695
3KvsgVLvndRGTMskClvpzQ,4.000000,0.032904,-130.80909312976303,53.56418844317777
3kygG0oEBAi2Zvh-adrgFA,3.000000,0.045651,-113.34477408003875,41.62617065434667
3L902PATqhLwVjdJcbG2-A,4.500000,0.033178,126.48820183353727,64.96707613003286
3Lq7IJB3ZZRUq0A8cE4KSg,3.500000,0.041766,-60.728746304213786,45.516023383602715
3m2RcSeaxBd6VB6Mm9HkEA,3.500000,0.037453,-118.90268500417125,44.6377663412977
3MFjU3Iqn4OeVqah8NtH4Q,4.500000,0.027272,-39.1326325365049,57.74653121415679
3MgdAzQAl0mH5gJBhP1fcA,3.500000,0.040105,36.75038923930821,45.70152558929239
3naqrGiueFVoRSAlXlsBvw,3.500000,0.039404,-49.31604720997149,48.21570913775186
3NfjZhGr1WmKPCH9HvV3xg,2.500000,0.053582,172.16868790037344,40.01230716488337
3nyLCalLheK2CNvsiltlpw,3.000000,0.033067,31.65949854548814,35.40822776621987
3o0_6K5iW51Vqi0GEWwmpg,4.000000,0.038228,142.4081180831422,63.54305704165554
3oF_T9Rcbn3-A31AWYjf5A,4.500000,0.028795,138.70614301904587,72.3706800935269
3OST435unPoHtA7yhKQy4Q,3.500000,0.047905,39.13740856334196,51.31460966862712
3pI5TAYpePDZyTM4t-tM1Q,4.000000,0.031948,88.32559081699274,72.1855826828058
3pkE_LE0CFIfyhHjXothrA,4.500000,0.036060,-144.01117492732533,52.01371346648407
3po6hoWaH1YPdOc_jq8RMQ,3.500000,0.041995,-129.74216451353328,48.209420415235385
3PoxPXpLm4v9Nh4wCfGq-w,3.500000,0.031720,8.922245549655866,49.178908692317385
3qFL0zTQlt4AbzRV2-JyQg,4.000000,0.038789,-110.29015286576436,56.20932377009231
3qR7h-GhhyaG0y380pakpA,3.500000,0.048455,-133.26126298493602,60.5706928840923
3qWBJYHaHMfZ1XM3N7WcJg,4.500000,0.032861,-118.68592519149209,70.46668137383679
3rM6-DtWP08vjc6M69K0Sw,5.500000,0.024969,-31.978700956492013,70.61902617464239
3sAlaF3KPElg6mWwoUzohw,3.500000,0.044205,-1.0798123401478432,59.42132712335995
3SiZvPpNtfIAZdT1sIOvlg,4.000000,0.029349,97.07744058818581,84.62029612206703
3SMcR6GQxgvykMitNKdqzg,4.000000,0.039471,59.447408898457496,79.38487663719843
3sNw0DfJRVoZuWENfhcK6A,5.500000,0.024429,-90.7389340491572,63.28495904575117
3sPO_JCYTKVvteluYHZzQw,4.000000,0.029436,60.50191889059609,78.48394130235208
3t43HnB9RmP-Fav2O30N1Q,4.500000,0.034618,-43.388379322328575,57.74314088485521
3TiC9C5L_fl0H_QAlbt_Ag,3.500000,0.047240,174.25328863335153,69.94675896182184
3TpB7ugHNY0YgJEDS51FXw,3.500000,0.035933,-39.50773507885118,50.06196907561781
3TRiGADNWSJr-WoasI8BJA,3.500000,0.032434,-150.35026551155443,43.7487830659182
3uQ5XR21Lbodfza7QS0I5w,4.500000,0.030324,-67.58689699577702,61.59511949748623
3UtiG5p6y0zxe299s9-0BA,3.000000,0.048786,-8.78794094451084,48.933545898683306
3VMoDSxK73rlI9pWCKxpHw,4.000000,0.040768,158.72804562423357,63.28414489623155
3vrQs0ngBMew3jwwLtjGOw,4.000000,0.033961,2.1594009987265794,57.628866806263744
3WN6KtjMDauzNvEsYg1iIw,3.500000,0.042205,162.33282541300247,71.11844946673015
3Woh9PCUTaUVGllS6-TqgA,4.500000,0.037210,-43.004683884645026,55.195567361111934
3wpJRfn2kDwV51JlAkT2eQ,3.500000,0.035259,-149.06799282432218,47.63620212538787
3wuBm3mbaFJYcFuwJx0eqA,4.500000,0.031152,-73.66353682995782,62.40515246433211
3x6_kULbsts8MdDa3fJ0Cw,4.500000,0.031408,-161.97840890981075,60.94312691466023
3XHnYiAPRXMHUuGDP2XGcA,3.500000,0.047286,-35.27415771481368,62.3648493396192
3X_8VPriw0qaYaXeHvLvMA,3.500000,0.059848,-78.88057748803371,53.549999712093616
3YDJyN9AaVoVyimGCqWcrw,5.500000,0.034780,-98.76669531717755,64.13862033560095
3yJ4MVKNl19TwI0aML-REQ,3.500000,0.049397,-160.83256521718855,50.49243706481958
3YL9NZA9tEfb_E4P6jxApg,3.500000,0.037040,14.806120142129998,52.520902104014674
3zdaf44BRsfYoxYkX_Rk_A,4.500000,0.024126,-75.19721283469372,43.87464781338417
3Zhq3n-pZaKBx0dUsxJUmg,2.500000,0.057704,-157.8218233905273,39.69455143287965
3ZKFL_95R8XpW_BVpp13SQ,4.000000,0.039472,67.10041316885386,62.07681121428914
3ZUacjlzqTnGvJAmGLiJ3g,4.500000,0.029580,115.57775745352703,56.91113987515259
3_8drVL_u6_G8nXgC9L_BA,3.500000,0.034626,19.000768690288634,62.39672893718651
3_BYzBoVQZiFZP_eFhOcyA,4.500000,0.030411,112.0162078762293,71.58154930363172
3_nAt0LHabM0Q51yofYJOQ,4.000000,0.038254,-138.63310936596133,75.32525251736001
411OXR7cmsZA3MoGkeIDQg,3.500000,0.041559,-86.24133546894765,53.07470416153826
41bOIZpiz54cogiKYov8OQ,2.500000,0.054982,-24.412063139440733,36.15456946392594
41dxm_7l5aVWZX-EjGTGkg,4.500000,0.027940,-72.22737867531218,78.44651916825048
41eX19_B41XLJFHx3c6BLg,3.500000,0.032505,17.221809301476505,62.39915880862413
42AO4f7UKVt5HjucGdhzDw,3.000000,0.046915,-164.89744449545816,41.73212096646302
42xI7GhpZsx0ecJLWadswA,2.500000,0.043886,-139.23527289287193,43.16530861818678
42ZJsr_QFdcq46KMsWxQqQ,4.000000,0.035960,71.68246710163511,67.77426853048058
43V01GKpbLgmWqxCSTXlfw,5.000000,0.026551,132.01681573449608,61.70904059314084
44F2g4H9NrlHssIvEMSFHw,4.500000,0.030251,84.6424077116294,69.99187370627166
44SvOSipb_aADaERVT19TQ,4.500000,0.031013,159.71560877235018,62.85218731863253
44zKiqo7n6osUWQwEG7SOQ,4.500000,0.032016,133.63432335469423,53.56781665626614
4696ZI3PLZfoNku9Ke-h0w,3.500000,0.044962,-50.18509159026605,38.256190717351956
46T2yYEScUcuSfWdpWA21g,4.500000,0.032083,-31.17477980850392,74.69934681914933
472B1Jiem36gJqTOppRb3Q,3.500000,0.041696,30.92346014748498,51.50681862599919
48-TQ6eQKdCup5azBjKe7Q,4.000000,0.031445,-5.268275062875096,47.61985748683703
48oKbntqOTG4UILBVRwBlA,4.000000,0.039907,165.97165222962113,63.575326207494
48QkVHS750M3nRUqKhZuQQ,4.500000,0.034112,-45.74631813061326,56.28292352704732
4aB5kd_6ww7vhglzrEcJnA,4.000000,0.038233,140.39972954496193,61.23753844753654
4atWnJNA9wqLJWdIHH_G5w,3.500000,0.054891,-76.7528687156946,53.550426200289195
4ayz8orJCZldOd0fYWnBKw,3.500000,0.045954,-43.15835466528738,51.84830207854344
4bgyulKoYpkC1HFes_fCRw,4.500000,0.028342,-149.576581850055,80.58617326082624
4Bp3N-u4jD061WIid1osZw,3.500000,0.031539,-147.38798865351117,37.61444971828834
4BPYXFv_kLfEZ9LSp6XfdA,4.000000,0.042134,-92.36531843524249,47.30354232621849
4BrorxrdnVNouVxlNzBJPA,2.500000,0.068755,2.6215770896908586,44.93445778389866
4C4LbSKD0RvuS_wuvfro2Q,4.000000,0.029950,-152.626358734116,59.45145011478867
4CB92sehrL4Gt_a7-ve6hQ,4.000000,0.031852,-145.52459994482825,53.042880108211094
4CtFwUr0VYEOKkv2lG7ipQ,4.500000,0.029522,157.53296853380434,78.74780811326784
4cXRXk8XwrmtAgRPW6OkqQ,3.500000,0.040144,-172.0822244123873,61.725934506603615
4D1YIejSjLkhzxpRQ4euaQ,4.000000,0.041711,-116.04409620437093,61.86455875988795
4ddstJdUPsUKmuS9e2fLIw,3.500000,0.033857,126.01096873957529,40.31321207620187
4DQF0faIyzXgDQZM_w7ekQ,3.500000,0.033226,-168.87764975614516,43.73773442949148
4e45G0Y128DbLg_zH6oEMA,3.500000,0.048968,-49.00636323126915,57.70396676576535
4F2zvUI2nNmaNKjENAPYrQ,4.500000,0.032260,-110.33346388573524,60.27782491562643
4fS4eMv5B5tkZw_Wv_zXFQ,4.000000,0.026837,-19.46032104174136,43.745706478888245
4FVOuGtI4iEBKjWwL2RjeA,3.000000,0.036026,158.0415846511078,40.009380227171704
4GU-vthtJeorywVEosK2Eg,5.500000,0.025436,-71.46906107160314,74.54736310083332
4heeSbBnmtIzeiaa8X7A9Q,4.500000,0.029238,-34.53056944596034,70.93340447371088
4HS_FA-dzF8g16TK_hrg5w,4.000000,0.036401,-5.6192858336555656,53.06104292960556
4HT7S4NIqdxX2YfDiYB0Ag,2.500000,0.043010,159.05925914307835,31.885449806384333
4HzgVqhCqUC3eHEKTnUdUQ,4.000000,0.035160,-42.01718087420588,53.56291337396784
4H_nMPv1v-t5TGF_8lHaHA,5.500000,0.024751,121.22160133116556,66.39031465156013
4icoZem-_zFCZnRNBNWHUQ,4.500000,0.032893,-133.8362546847489,73.18608806385427
4IDcpg_1i6rHL9RUwaRulw,4.000000,0.037273,-119.77914856868962,61.30663671931932
4ieUC2x_zsWQ4mI0Mtu7OQ,4.500000,0.029655,136.83148569645317,56.490129676295396
4IFZttwNoCAryxgbGzKR_Q,3.000000,0.044876,-165.5154272854472,44.349119142090224
4IgunQwmGe8FvR-aa-MKtw,4.500000,0.028814,-116.49705567094071,68.11956688793677
4imAEW3FeK7m3v3A1H7ZUw,3.000000,0.032967,-142.58650572374728,36.72962198687981
4IOyvprryEIuIOkhpMI-MA,4.500000,0.029613,-96.98908330252942,62.8609928778147
4iXQBooJ0YolNzFJhMtu4Q,3.000000,0.044566,154.62163558015564,47.75884434487426
4jdLbDathE8_YGkp9bI2eg,4.500000,0.031497,86.66566481578568,78.35283230171426
4Jrqg-cX59AUxr0TMuZ8Zw,4.500000,0.026421,118.0375788325087,58.15763484458343
4J_AwDpcTDuQl4OoMWK8yA,4.500000,0.028481,-21.09416980483022,54.24670173664461
4k_ZFqXK1F6eWOv3gnEBqg,2.500000,0.050403,-168.059742031668,37.6153085676652
4LdUVuJ_EER9GWVGM_GvzQ,3.500000,0.044274,-18.281853611554418,71.70927677930148
4McrIqsYQia4YId8HWxybQ,3.500000,0.043282,-5.706533378433591,60.571420618780735
4MrT7Cle6HfcgbdGvlBz4Q,4.000000,0.035070,109.2336195053267,49.50244290929588
4MXlz4c5srPgc5swY1TELw,3.000000,0.040288,-161.5787575830231,45.72587662548136
4nN9IapCYgSif0O0jQURwQ,3.000000,0.036445,176.5447976279711,42.35051252660121
4npAuRbjG9oP7GKzb-nI4w,3.500000,0.046095,171.7633892255435,61.273539715720126
4NqG02iUXOBfvL4xQrciOA,4.500000,0.023712,-145.4659908683111,45.6984760285382
4NVrMBkT6jJgbbnC1E8ABA,4.500000,0.034794,104.49096323658861,68.2997348156771
4o2C04OARV7bF3pMx0M_6g,3.500000,0.044626,-13.745900889117763,62.81167476610537
4oofKAHNuqymMc1-omEopQ,4.500000,0.031423,57.71759374837145,57.723040092641185
4o_zQAMsmkB3O7BYRoikfg,4.500000,0.031287,86.48100456943168,69.93822281288837
4pC6k2rY7VM4-uZE7UjIIw,3.000000,0.045154,67.76218261842538,87.98886914970673
4pfzEr6aHESHj0n_-srLkQ,4.500000,0.027129,168.9090104777673,69.98676019818208
4pjRwfnA5_lBRx1NFxhzNA,3.500000,0.046145,145.60233470300693,56.70958987757841
4PKcvHigGeaoxuMaaKuybw,3.500000,0.042201,-140.9749435506653,63.90112876694663
4QpaxS6qDGDlD9Jvcl68Eg,3.500000,0.033112,-29.77335910397672,46.60282736550957
4QUquiQOxU6Xhex3pkdHig,3.000000,0.062218,-163.69774792314956,61.27241863459144
4R46JPdU7Jml8sp_P4gUfg,3.500000,0.049563,82.47734844605002,52.73930459424365
4RfnVvCGf-XTLBYnL1W5pA,3.500000,0.033714,-142.46592473731593,43.3776915047252
4rqHiYBFT7SsTlP55I2A1Q,5.000000,0.034197,-99.56468187636042,56.207298470971494
4RwKOTDhycpiRPsX3_kXzw,4.000000,0.027033,-19.42037301416462,43.74311145993832
4R_Mt5g5XibfOn05YgSGUQ,3.500000,0.046584,103.29440093371723,51.8350260580935
4s2E8CQe83MIvwQoSuCxwg,3.500000,0.039471,80.98887396363382,53.04797962203138
4s6rbujGOh15lktrh35cUg,4.500000,0.028555,-71.71721368073722,61.59582478708987
4Sd99_UxmKUkQyP7THJRdw,3.500000,0.048619,-73.47558470820059,47.69771979309469
4SgbLfVagR_aFz2_gd4W5Q,4.500000,0.024479,160.7877945172523,62.85765645691137
4sr-LM827FI4fjWCbbhZPQ,3.500000,0.050788,-160.9504710887528,57.701692286375476
4TcAWco9FAVJBkyKSGDadA,3.000000,0.044532,-157.12992715663515,49.546864970298614
4txLqgobmHNzTopUUf7omQ,3.500000,0.040448,157.30593391496376,56.789968958554006
4udG5iV0zpAVz8o4F05y4g,4.000000,0.032730,-171.3003138657217,55.20023512933552
4uSF-8D5HXBSeoGSA2m3yw,3.500000,0.034310,2.344847901713849,44.63629636460104
4VDhP9u2Pq3KB_8H6Qp97w,4.000000,0.034170,-52.05582072753967,85.91301719248864
4W4EE5bfwc44qxlw9M69ag,3.500000,0.039294,19.73962796714978,83.95346441878333
4w6eqYYwX0C6XNMJshmJDw,3.500000,0.032804,-8.77254899720521,45.69818783504997
4wL0hasUqwhbHswKxbUSig,2.500000,0.042719,-174.69307657009273,39.69364612894787
4XlnuzRQOwmyFP4X4ni--A,4.000000,0.025674,-22.29705314051186,41.73690535031084
4XMFjJ6MSoulqw2XUmED9g,4.500000,0.029327,-104.34591217325088,65.3853072162423
4xrmSBcrUvQmLKWIhdjtMQ,4.000000,0.030769,16.371078987513307,56.73016608598633
4xX3Z_gk18GdVLMUH8sH5w,4.500000,0.033796,-110.79563428853902,67.76935428234754
4yDpHy6EJ4p2_xr740HcPQ,4.000000,0.035748,-155.91482260652387,51.87711645571376
4Yo2CW71BCv2bWzfePhkUg,4.000000,0.037086,-118.13882849460896,59.0437676465205
4ze57ip7FN3vfYK8qgCbfw,3.000000,0.062651,-177.04779671865828,56.70998785475581
4zsoERNJp5kPlMkoT5EwxA,4.500000,0.029856,30.00548063262958,58.8815125685459
4ZxyDr0fo4rXhFLdmTM46A,4.500000,0.025535,-167.29311309022097,61.31787662663796
4_2MlN6LRlwsW2MX4S_-Dg,3.500000,0.041295,15.807099761553696,52.52714319964026
5-laMizvO0jVfSUTZST__g,4.000000,0.032799,81.74460922121426,55.63079532335179
5-W10McoZt1VBWV6D0i61Q,3.500000,0.049024,-44.546082635881824,62.367470248528925
508MtD_a0LSlswwALP8_rA,4.000000,0.039692,-157.42674417865624,61.23551013830111
51gjEwMVtkfcJIFPbWfFnA,4.000000,0.041423,173.17930323455755,63.86571650078141
51NVRw3tqk9jtRvX3gKw_Q,4.500000,0.031227,-105.27761653010475,71.21887705633871
52PNgoeqlrTtIzWP2oyupg,3.500000,0.040192,122.74301762052676,49.50584446309311
53f79w4NPMIc6YaZ4JvBuQ,3.500000,0.030901,23.37043031067324,46.01922091886134
549yRhyOe5yBujS8EEvq_g,4.500000,0.034268,-90.30483233976234,73.1819671558435
54m6dnGiHFzH-IkzqOKlSQ,4.500000,0.025567,-80.69879185701811,46.566744745162445
55c36kQ9K1dpfQPOApDJdw,3.000000,0.057879,-161.61937929046866,51.308167144602194
56UTySylcssxlBvQbEag1w,4.500000,0.037227,21.752926674708945,60.60307076098167
57czXxoHletwu6T9mTMuZA,5.500000,0.025686,-130.3151852444244,62.68268656877129
57ez8eQFvQ4MJ8DXH0YRTw,2.500000,0.053036,-51.87122625790834,43.16173079029838
57sRRIgXiqmektnkkD13xg,4.000000,0.033237,140.43753527093702,50.06106099806862
58-YUmEhHOJnUHesSK3ozQ,4.000000,0.036817,-153.40694955179367,56.26858085702254
59LS8kizlspV8nRwDz8p6Q,4.500000,0.038998,-10.4105214096348,69.98961376770242
5ackwqKCq2EPgix9ntz0AA,3.500000,0.046115,-148.57243809529876,47.64737432236218
5aOm-_Na6zjdTVEDHToOiA,3.500000,0.041318,-6.836366537360923,49.55433800213426
5AtDrSCTV_AXs292b_ZAnA,3.500000,0.046201,-13.655594863526325,47.621535871591085
5B2ESB4WpbUh86aJoZPRyA,4.500000,0.023028,-45.127616758172124,81.29854233293524
5Be3-zsKcTxoI7IpKvdijw,4.500000,0.027733,75.47291503690874,61.318650943552285
5bQzYiDt30LCL1wj8qQmFA,3.000000,0.032686,158.74654395605484,36.151427641706725
5c6CC88AIDbBB8yqYXHMLg,4.000000,0.029048,-20.22345563385192,47.778992194713126
5cC-o9VUsclUvc_P_RMfqg,3.500000,0.042845,8.510584561084492,68.63138485214651
5DHxLL9zJEbTTXx1lXBtBA,4.000000,0.036686,-37.88818452240906,57.74447223520849
5dKcFENHqJFM5m6kEtpNmg,3.500000,0.034121,-153.78998419857078,41.73751567527141
5eHcEm_3vGRkO8r-RS3G6Q,4.000000,0.040253,46.90439430733974,75.33334023577521
5fiEgIQ4iq6o3fGIIw_7OQ,4.000000,0.027121,168.0533454113476,63.33026855207072
5FuDNnANMC9CgA7B0GRJJQ,4.000000,0.028565,-35.05029741782086,45.325324132583305
5gGBDoc7uGC4GSlLcwMO7Q,3.500000,0.034157,171.53575244161544,45.697261569266956
5gTlzbwaFBkO3qRH12SUaQ,3.000000,0.065626,-126.07655513679612,59.153624769855405
5hROsOzmsoEysAmoRarMSQ,3.500000,0.052834,16.65794092309213,60.23102646981672
5iKXk_LYFGa1WVFP5dFQIg,3.000000,0.044111,-3.2388617738383596,47.590881782000835
5J6DHPpraVqyl_GRcexZ9w,4.500000,0.037125,-92.73441912252,56.25503865486046
5JaAoJ7XVJccLdml_5i2Tg,4.000000,0.040286,-95.89371649729247,63.58145213301757
5jFsTanjprwt3RvD8OAtGw,5.000000,0.025916,-26.17039511261513,59.03960478085832
5JstAfjEaZtPDh6lxf4skQ,4.000000,0.038711,-138.22511268881527,73.19193010005337
5JUDr3gyrhK52--D8XVeHA,3.000000,0.038912,-171.2076096907295,43.74533528382208
5jVKQ2bTieGQXGvjVgcvlw,4.500000,0.030907,-73.03096961419513,49.49783696501394
5KH01KmslQQyKnVZizmaKg,4.500000,0.031499,-100.48457614604408,61.56042511045723
5KsLgMZ49wqth9EXvNb-RQ,4.000000,0.035726,-173.9347170758906,75.43066439733049
5kTKGKRfrb0R_l74vDv-ww,4.000000,0.035545,-78.28005092598526,45.98010853950649
5KWS4CWoiBav4bzQJNqXWQ,2.500000,0.057541,179.83109717288983,46.41780892173293
5l4izDCAKHKcNQPlLQGQSA,3.500000,0.041581,167.31896848265356,52.3836617463301
5L4JX244FTn5VZUScdecaQ,4.000000,0.027705,8.178696986484146,47.77326423805302
5LB912Rmm-QiJlV34Pb9ew,3.500000,0.029431,-162.05397475937446,39.68910275350932
5lxdlTQoGDZEp4glREU4Lw,3.500000,0.040317,53.137622312817186,59.071614167795396
5mIFJVTvOE3IVIEBFD66Fg,4.000000,0.029031,105.35329458260824,43.87496198841946
5MkBFrao9WEHorccuuk3mA,4.500000,0.029831,-139.914032514019,63.2720272709483
5nQZ4XW8o0rlQXmxaPfjAA,4.500000,0.030868,-152.47501649984076,60.60489215181677
